Date,Plt,Well,WellID,Time_h,RawOD,Col,Row,Cpd,Qrt,uM,Species,Strain,Nick,Dil
2022-05-04,4,M23,1-4-M23,1.08,0.193,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M23,1-4-M23,2.16,0.195,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M23,1-4-M23,3.24,0.192,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M23,1-4-M23,4.32,0.19,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M23,1-4-M23,5.41,0.189,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M23,1-4-M23,6.49,0.187,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M23,1-4-M23,7.57,0.187,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M23,1-4-M23,8.65,0.186,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M23,1-4-M23,9.73,0.186,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M23,1-4-M23,10.82,0.186,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M23,1-4-M23,11.9,0.187,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M23,1-4-M23,12.98,0.187,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M23,1-4-M23,14.06,0.186,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M23,1-4-M23,15.14,0.187,23,M,Azithromycin,1,-1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M3,1-4-M3,0,0.196,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
2022-05-04,4,M3,1-4-M3,1.08,0.2,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
2022-05-04,4,M3,1-4-M3,2.16,0.202,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
2022-05-04,4,M3,1-4-M3,3.24,0.204,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
2022-05-04,4,M3,1-4-M3,4.32,0.206,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
2022-05-04,4,M3,1-4-M3,5.41,0.21,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
2022-05-04,4,M3,1-4-M3,6.49,0.215,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
2022-05-04,4,M3,1-4-M3,7.57,0.223,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
2022-05-04,4,M3,1-4-M3,8.65,0.236,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
2022-05-04,4,M3,1-4-M3,9.73,0.252,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
2022-05-04,4,M3,1-4-M3,10.82,0.268,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
2022-05-04,4,M3,1-4-M3,11.9,0.287,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
2022-05-04,4,M3,1-4-M3,12.98,0.306,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
2022-05-04,4,M3,1-4-M3,14.06,0.322,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
2022-05-04,4,M3,1-4-M3,15.14,0.338,3,M,Azithromycin,1,30,S. flexneri,M90T,Sf,100x
2022-05-04,4,M5,1-4-M5,0,0.216,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
2022-05-04,4,M5,1-4-M5,1.08,0.226,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
2022-05-04,4,M5,1-4-M5,2.16,0.236,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
2022-05-04,4,M5,1-4-M5,3.24,0.262,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
2022-05-04,4,M5,1-4-M5,4.32,0.292,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
2022-05-04,4,M5,1-4-M5,5.41,0.323,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
2022-05-04,4,M5,1-4-M5,6.49,0.359,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
2022-05-04,4,M5,1-4-M5,7.57,0.387,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
2022-05-04,4,M5,1-4-M5,8.65,0.401,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
2022-05-04,4,M5,1-4-M5,9.73,0.409,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
2022-05-04,4,M5,1-4-M5,10.82,0.416,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
2022-05-04,4,M5,1-4-M5,11.9,0.419,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
2022-05-04,4,M5,1-4-M5,12.98,0.418,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
2022-05-04,4,M5,1-4-M5,14.06,0.422,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
2022-05-04,4,M5,1-4-M5,15.14,0.43,5,M,Azithromycin,1,10,S. flexneri,M90T,Sf,100x
2022-05-04,4,M7,1-4-M7,0,0.22,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
2022-05-04,4,M7,1-4-M7,1.08,0.232,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
2022-05-04,4,M7,1-4-M7,2.16,0.259,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
2022-05-04,4,M7,1-4-M7,3.24,0.321,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
2022-05-04,4,M7,1-4-M7,4.32,0.379,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
2022-05-04,4,M7,1-4-M7,5.41,0.42,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
2022-05-04,4,M7,1-4-M7,6.49,0.446,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
2022-05-04,4,M7,1-4-M7,7.57,0.466,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
2022-05-04,4,M7,1-4-M7,8.65,0.475,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
2022-05-04,4,M7,1-4-M7,9.73,0.482,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
2022-05-04,4,M7,1-4-M7,10.82,0.484,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
2022-05-04,4,M7,1-4-M7,11.9,0.502,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
2022-05-04,4,M7,1-4-M7,12.98,0.504,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
2022-05-04,4,M7,1-4-M7,14.06,0.504,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
2022-05-04,4,M7,1-4-M7,15.14,0.506,7,M,Azithromycin,1,3,S. flexneri,M90T,Sf,100x
2022-05-04,4,M9,1-4-M9,0,0.198,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M9,1-4-M9,1.08,0.217,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M9,1-4-M9,2.16,0.246,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M9,1-4-M9,3.24,0.312,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M9,1-4-M9,4.32,0.377,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M9,1-4-M9,5.41,0.423,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M9,1-4-M9,6.49,0.46,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M9,1-4-M9,7.57,0.482,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M9,1-4-M9,8.65,0.499,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M9,1-4-M9,9.73,0.505,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M9,1-4-M9,10.82,0.508,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M9,1-4-M9,11.9,0.515,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M9,1-4-M9,12.98,0.517,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M9,1-4-M9,14.06,0.522,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
2022-05-04,4,M9,1-4-M9,15.14,0.52,9,M,Azithromycin,1,1,S. flexneri,M90T,Sf,100x
2022-05-05,2,M1,2-2-M1,0,0.202,1,M,Azithromycin,1,100,S. flexneri,M90T,Sf,100x
2022-05-05,2,M1,2-2-M1,1.08,0.214,1,M,Azithromycin,1,100,S. flexneri,M90T,Sf,100x
2022-05-05,2,M1,2-2-M1,2.16,0.209,1,M,Azithromycin,1,100,S. flexneri,M90T,Sf,100x
2022-05-05,2,M1,2-2-M1,3.24,0.207,1,M,Azithromycin,1,100,S. flexneri,M90T,Sf,100x
2022-05-05,2,M1,2-2-M1,4.32,0.208,1,M,Azithromycin,1,100,S. flexneri,M90T,Sf,100x
2022-05-05,2,M1,2-2-M1,5.4,0.207,1,M,Azithromycin,1,100,S. flexneri,M90T,Sf,100x
2022-05-05,2,M1,2-2-M1,6.48,0.206,1,M,Azithromycin,1,100,S. flexneri,M90T,Sf,100x
2022-05-05,2,M1,2-2-M1,7.57,0.205,1,M,Azithromycin,1,100,S. flexneri,M90T,Sf,100x
2022-05-05,2,M1,2-2-M1,8.65,0.203,1,M,Azithromycin,1,100,S. flexneri,M90T,Sf,100x
2022-05-05,2,M1,2-2-M1,9.73,0.205,1,M,Azithromycin,1,100,S. flexneri,M90T,Sf,100x
2022-05-05,2,M1,2-2-M1,10.81,0.203,1,M,Azithromycin,1,100,S. flexneri,M90T,Sf,100x
2022-05-05,2,M1,2-2-M1,11.89,0.201,1,M,Azithromycin,1,100,S. flexneri,M90T,Sf,100x
2022-05-05,2,M1,2-2-M1,12.97,0.201,1,M,Azithromycin,1,100,S. flexneri,M90T,Sf,100x
2022-05-05,2,M11,2-2-M11,0,0.202,11,M,Azithromycin,1,0.3,S. flexneri,M90T,Sf,100x
2022-05-05,2,M11,2-2-M11,1.08,0.228,11,M,Azithromycin,1,0.3,S. flexneri,M90T,Sf,100x
2022-05-05,2,M11,2-2-M11,2.16,0.211,11,M,Azithromycin,1,0.3,S. flexneri,M90T,Sf,100x
2022-05-05,2,M11,2-2-M11,3.24,0.228,11,M,Azithromycin,1,0.3,S. flexneri,M90T,Sf,100x
2022-05-05,2,M11,2-2-M11,4.32,0.276,11,M,Azithromycin,1,0.3,S. flexneri,M90T,Sf,100x
2022-05-05,2,M11,2-2-M11,5.4,0.333,11,M,Azithromycin,1,0.3,S. flexneri,M90T,Sf,100x
2022-05-05,2,M11,2-2-M11,6.48,0.381,11,M,Azithromycin,1,0.3,S. flexneri,M90T,Sf,100x
2022-05-05,2,M11,2-2-M11,7.57,0.408,11,M,Azithromycin,1,0.3,S. flexneri,M90T,Sf,100x
2022-05-05,2,M11,2-2-M11,8.65,0.438,11,M,Azithromycin,1,0.3,S. flexneri,M90T,Sf,100x
2022-05-05,2,M11,2-2-M11,9.73,0.463,11,M,Azithromycin,1,0.3,S. flexneri,M90T,Sf,100x
2022-05-05,2,M11,2-2-M11,10.81,0.469,11,M,Azithromycin,1,0.3,S. flexneri,M90T,Sf,100x
2022-05-05,2,M11,2-2-M11,11.89,0.473,11,M,Azithromycin,1,0.3,S. flexneri,M90T,Sf,100x
2022-05-05,2,M11,2-2-M11,12.97,0.479,11,M,Azithromycin,1,0.3,S. flexneri,M90T,Sf,100x
2022-05-05,2,M13,2-2-M13,0,0.226,13,M,Azithromycin,1,0.1,S. flexneri,M90T,Sf,100x
2022-05-05,2,M13,2-2-M13,1.08,0.233,13,M,Azithromycin,1,0.1,S. flexneri,M90T,Sf,100x
2022-05-05,2,M13,2-2-M13,2.16,0.233,13,M,Azithromycin,1,0.1,S. flexneri,M90T,Sf,100x
2022-05-05,2,M13,2-2-M13,3.24,0.258,13,M,Azithromycin,1,0.1,S. flexneri,M90T,Sf,100x
2022-05-05,2,M13,2-2-M13,4.32,0.318,13,M,Azithromycin,1,0.1,S. flexneri,M90T,Sf,100x
2022-05-05,2,M13,2-2-M13,5.4,0.381,13,M,Azithromycin,1,0.1,S. flexneri,M90T,Sf,100x
2022-05-05,2,M13,2-2-M13,6.48,0.426,13,M,Azithromycin,1,0.1,S. flexneri,M90T,Sf,100x
2022-05-05,2,M13,2-2-M13,7.57,0.458,13,M,Azithromycin,1,0.1,S. flexneri,M90T,Sf,100x
2022-05-05,2,M13,2-2-M13,8.65,0.489,13,M,Azithromycin,1,0.1,S. flexneri,M90T,Sf,100x
2022-05-05,2,M13,2-2-M13,9.73,0.511,13,M,Azithromycin,1,0.1,S. flexneri,M90T,Sf,100x
2022-05-05,2,M13,2-2-M13,10.81,0.523,13,M,Azithromycin,1,0.1,S. flexneri,M90T,Sf,100x
2022-05-05,2,M13,2-2-M13,11.89,0.53,13,M,Azithromycin,1,0.1,S. flexneri,M90T,Sf,100x
2022-05-05,2,M13,2-2-M13,12.97,0.536,13,M,Azithromycin,1,0.1,S. flexneri,M90T,Sf,100x
2022-05-05,2,M15,2-2-M15,0,0.202,15,M,Azithromycin,1,0.03,S. flexneri,M90T,Sf,100x
2022-05-05,2,M15,2-2-M15,1.08,0.219,15,M,Azithromycin,1,0.03,S. flexneri,M90T,Sf,100x
2022-05-05,2,M15,2-2-M15,2.16,0.216,15,M,Azithromycin,1,0.03,S. flexneri,M90T,Sf,100x
2022-05-05,2,M15,2-2-M15,3.24,0.242,15,M,Azithromycin,1,0.03,S. flexneri,M90T,Sf,100x
2022-05-05,2,M15,2-2-M15,4.32,0.294,15,M,Azithromycin,1,0.03,S. flexneri,M90T,Sf,100x
2022-05-05,2,M15,2-2-M15,5.4,0.346,15,M,Azithromycin,1,0.03,S. flexneri,M90T,Sf,100x
2022-05-05,2,M15,2-2-M15,6.48,0.387,15,M,Azithromycin,1,0.03,S. flexneri,M90T,Sf,100x
2022-05-05,2,M15,2-2-M15,7.57,0.419,15,M,Azithromycin,1,0.03,S. flexneri,M90T,Sf,100x
2022-05-05,2,M15,2-2-M15,8.65,0.447,15,M,Azithromycin,1,0.03,S. flexneri,M90T,Sf,100x
